id,vendor_id,pickup_datetime,dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration,dist_meters,wait_sec,dist_km,speed_km,banderazo,tarifa_dist,tarifa_tiempo,tarifa_min,costo_viaje_sin_min,costo_viaje_sobre_min,municipios_origen,municipios_destino
992,Radio Taxi,07/03/2017 06:49,07/03/2017 07:11,-99.1799984,19.3701541,-99.17200386,19.29381893,0.364722222,10636,669,10.636,29.16191927,27.6,1.84,1.84,27.6,133.2356267,133.2356267,Benito Ju·rez,Tlalpan
993,Taxi de Sitio,07/03/2017 07:03,07/03/2017 07:20,-99.23537042,19.35445122,-99.20865782,19.36644712,0.288333333,3906,337,3.906,13.54682081,13.1,1.3,1.3,13.1,43.14675556,43.14675556,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
994,Taxi Libre,07/03/2017 07:20,07/03/2017 07:24,-99.06987511,19.33089673,-99.07607395,19.33394255,0.063611111,988,75,0.988,15.53187773,8.74,1.07,1.07,8.74,14.75197333,14.75197333,Iztapalapa,Iztapalapa
995,Taxi Libre,07/03/2017 07:28,07/03/2017 07:55,-99.06985488,19.33084965,-99.10764686,19.3281655,0.455,5406,678,5.406,11.88131868,8.74,1.07,1.07,8.74,47.99901333,47.99901333,Iztapalapa,Coyoac·n
996,Taxi de Sitio,07/03/2017 07:35,07/03/2017 08:20,-99.23537318,19.35437121,-99.23519285,19.3544365,0.757222222,14478,609,14.478,19.11988261,13.1,1.3,1.3,13.1,105.9789333,105.9789333,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
997,Taxi Libre,07/03/2017 08:14,07/03/2017 08:29,-99.06990787,19.33086462,-99.06832322,19.33063906,0.256388889,5058,191,5.058,19.72784399,8.74,1.07,1.07,8.74,34.92979556,34.92979556,Iztapalapa,Iztapalapa
998,Taxi Libre,07/03/2017 08:39,07/03/2017 08:45,-99.06974411,19.33085971,-99.07469222,19.31755871,0.105,2830,91,2.83,26.95238095,8.74,1.07,1.07,8.74,23.01617778,23.01617778,Iztapalapa,Iztapalapa
999,Taxi de Sitio,07/03/2017 08:24,07/03/2017 08:49,-99.23667693,19.3549709,-99.18932684,19.3631382,0.421944444,7582,372,7.582,17.96919026,13.1,1.3,1.3,13.1,63.27306667,63.27306667,¡Ålvaro ObregÛn,Benito Ju·rez
1001,Taxi Libre,07/03/2017 09:03,07/03/2017 09:19,-99.06985148,19.33092464,-99.08452209,19.33571754,0.274722222,1929,54,1.929,7.021638018,8.74,1.07,1.07,8.74,18.28012,18.28012,Iztapalapa,Iztapalapa
1002,Taxi Libre,07/03/2017 09:20,07/03/2017 09:38,-99.06836602,19.3306855,-99.06671738,19.37703954,0.305277778,8041,127,8.041,26.3399454,8.74,1.07,1.07,8.74,46.17525778,46.17525778,Iztapalapa,Iztapalapa
1003,Taxi de Sitio,07/03/2017 09:56,07/03/2017 10:08,-99.23623026,19.35472386,-99.2087621,19.36643358,0.214166667,3710,78,3.71,17.3229572,13.1,1.3,1.3,13.1,34.64533333,34.64533333,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1006,Taxi Libre,07/03/2017 12:47,07/03/2017 01:06,-99.19561681,19.39241242,-99.20359655,19.38041562,0.326666667,2675,694,2.675,8.18877551,8.74,1.07,1.07,8.74,36.69077778,36.69077778,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1007,Radio Taxi,07/03/2017 01:24,07/03/2017 02:01,-99.17749519,19.36738469,-99.16149049,19.42832611,0.619444444,9322,2226,9.322,15.04896861,27.6,1.84,1.84,27.6,187.2285867,187.2285867,Benito Ju·rez,CuauhtÈmoc
1010,Taxi Libre,07/03/2017 05:49,07/03/2017 06:07,-99.1892191,19.38500237,-99.2264764,19.37843251,0.305555556,5273,194,5.273,17.25709091,8.74,1.07,1.07,8.74,35.92132889,35.92132889,Benito Ju·rez,¡Ålvaro ObregÛn
1011,Taxi Libre,07/03/2017 06:18,07/03/2017 06:23,-99.20053272,19.38243011,-99.18923861,19.38509554,0.079166667,1498,109,1.498,18.92210526,8.74,1.07,1.07,8.74,17.74321778,17.74321778,¡Ålvaro ObregÛn,Benito Ju·rez
1013,Taxi Libre,07/03/2017 06:23,07/03/2017 06:40,-99.18917513,19.38508723,-99.20867226,19.38101978,0.289166667,4264,287,4.264,14.74582133,8.74,1.07,1.07,8.74,33.81414222,33.81414222,Benito Ju·rez,¡Ålvaro ObregÛn
1016,Taxi Libre,07/03/2017 06:54,07/03/2017 07:01,-99.12876845,19.32987854,-99.13744234,19.34359594,0.1275,2663,166,2.663,20.88627451,8.74,1.07,1.07,8.74,24.08475111,24.08475111,Coyoac·n,Coyoac·n
1018,Taxi Libre,07/03/2017 06:52,07/03/2017 07:17,-99.18915405,19.38507205,-99.19362115,19.38700328,0.423888889,877,1090,0.877,2.068938401,8.74,1.07,1.07,8.74,38.41133778,38.41133778,Benito Ju·rez,¡Ålvaro ObregÛn
1019,Taxi Libre,07/03/2017 07:21,07/03/2017 07:35,-99.1891174,19.38519233,-99.20377732,19.37634388,0.238888889,2902,235,2.902,12.14790698,8.74,1.07,1.07,8.74,26.74833778,26.74833778,Benito Ju·rez,¡Ålvaro ObregÛn
1020,Taxi de Sitio,07/03/2017 07:31,07/03/2017 07:46,-99.19181066,19.38960136,-99.2094734,19.39555834,0.255277778,4034,490,4.034,15.80239391,13.1,1.3,1.3,13.1,48.23235556,48.23235556,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1021,Taxi Libre,07/03/2017 07:46,07/03/2017 07:56,-99.19004635,19.38361366,-99.19039735,19.38053091,0.17,2407,210,2.407,14.15882353,8.74,1.07,1.07,8.74,24.03529333,24.03529333,Benito Ju·rez,Benito Ju·rez
1022,Taxi Libre,07/03/2017 07:57,07/03/2017 08:09,-99.18926002,19.38506755,-99.20680336,19.37934374,0.191388889,2530,249,2.53,13.2191582,8.74,1.07,1.07,8.74,25.48906667,25.48906667,Benito Ju·rez,¡Ålvaro ObregÛn
1023,Taxi Libre,07/03/2017 08:22,07/03/2017 08:30,-99.18923327,19.38501018,-99.20556499,19.37652825,0.136111111,2797,98,2.797,20.54938776,8.74,1.07,1.07,8.74,23.04138222,23.04138222,Benito Ju·rez,¡Ålvaro ObregÛn
1026,Radio Taxi,07/03/2017 09:22,07/03/2017 09:46,-99.18699496,19.37247617,-99.18927464,19.46371803,0.399444444,12330,150,12.33,30.86787204,27.6,1.84,1.84,27.6,124.4821333,124.4821333,Benito Ju·rez,Miguel Hidalgo
1029,Radio Taxi,08/03/2017 01:41,08/03/2017 02:11,-99.10091576,19.33387316,-99.17992509,19.37012015,0.505277778,9850,293,9.85,19.4942276,27.6,1.84,1.84,27.6,112.0764444,112.0764444,Iztapalapa,Benito Ju·rez
1031,Taxi Libre,08/03/2017 07:35,08/03/2017 07:42,-99.2011675,19.3821215,-99.20893905,19.36864745,0.114722222,2440,130,2.44,21.26876513,8.74,1.07,1.07,8.74,22.27431111,22.27431111,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1032,Taxi Libre,08/03/2017 07:53,08/03/2017 08:06,-99.20353469,19.38050763,-99.20362811,19.38039854,0.216666667,2158,365,2.158,9.96,8.74,1.07,1.07,8.74,26.65512889,26.65512889,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1033,Taxi de Sitio,08/03/2017 08:07,08/03/2017 08:46,-99.23778261,19.35540899,-99.19522887,19.36583888,0.662222222,8919,518,8.919,13.46828859,13.1,1.3,1.3,13.1,74.44324444,74.44324444,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1035,Taxi de Sitio,08/03/2017 09:15,08/03/2017 09:49,-99.23561362,19.35440123,-99.18950482,19.37293999,0.555277778,9292,403,9.292,16.73396698,13.1,1.3,1.3,13.1,73.06062222,73.06062222,¡Ålvaro ObregÛn,Benito Ju·rez
1036,Taxi Libre,08/03/2017 10:36,08/03/2017 10:42,-99.0755433,19.3189317,-99.08623166,19.32062232,0.094166667,1222,118,1.222,12.97699115,8.74,1.07,1.07,8.74,16.77593778,16.77593778,Iztapalapa,Iztapalapa
1038,Taxi Libre,08/03/2017 01:33,08/03/2017 01:45,-99.08971414,19.39328975,-99.06014546,19.37730794,0.201944444,4230,207,4.23,20.94635488,8.74,1.07,1.07,8.74,31.7664,31.7664,Iztacalco,Iztapalapa
1039,Taxi Libre,08/03/2017 01:24,08/03/2017 01:48,-99.20069296,19.38224582,-99.18509295,19.38510609,0.4125,6880,608,6.88,16.67878788,8.74,1.07,1.07,8.74,52.64328889,52.64328889,¡Ålvaro ObregÛn,Benito Ju·rez
1040,Taxi Libre,08/03/2017 01:49,08/03/2017 02:11,-99.05512942,19.37486977,-99.00649406,19.36484612,0.371666667,8482,363,8.482,22.82152466,8.74,1.07,1.07,8.74,53.67429333,53.67429333,Iztapalapa,Iztapalapa
1041,Taxi Libre,08/03/2017 02:11,08/03/2017 02:25,-99.10855399,19.4792878,-99.08782944,19.4956644,0.23,3910,229,3.91,17,8.74,1.07,1.07,8.74,30.91991111,30.91991111,Gustavo A. Madero,Gustavo A. Madero
1044,Taxi Libre,08/03/2017 03:51,08/03/2017 04:17,-99.05655258,19.38610456,-99.0565554,19.37524978,0.442222222,2364,686,2.364,5.345728643,8.74,1.07,1.07,8.74,35.16947556,35.16947556,Iztapalapa,Iztapalapa
1048,Radio Taxi,08/03/2017 05:05,08/03/2017 05:23,-99.17999026,19.3701722,-99.1867495,19.37164074,0.298055556,5451,318,5.451,18.28853681,27.6,1.84,1.84,27.6,80.72202667,80.72202667,Benito Ju·rez,Benito Ju·rez
1049,Radio Taxi,08/03/2017 06:07,08/03/2017 06:27,-99.17063984,19.3766235,-99.17808091,19.37419656,0.333611111,3667,684,3.667,10.99184013,27.6,1.84,1.84,27.6,82.55712,82.55712,Benito Ju·rez,Benito Ju·rez
1052,Radio Taxi,08/03/2017 08:49,08/03/2017 09:04,-99.18006028,19.37017926,-99.20405057,19.40154765,0.2525,7290,404,7.29,28.87128713,27.6,1.84,1.84,27.6,97.77351111,97.77351111,Benito Ju·rez,Miguel Hidalgo
1055,Taxi Libre,08/03/2017 10:46,08/03/2017 11:12,-98.98332033,19.21490792,-98.992831,19.20971866,0.428055556,1285,132,1.285,3.001946788,8.74,1.07,1.07,8.74,17.37846667,17.37846667,Milpa Alta,Milpa Alta
1057,Taxi de Sitio,09/03/2017 05:54,09/03/2017 06:09,-99.23721296,19.35520166,-99.25846847,19.35690994,0.243611111,4124,86,4.124,16.9286203,13.1,1.3,1.3,13.1,37.02924444,37.02924444,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1058,Taxi Libre,09/03/2017 06:21,09/03/2017 06:33,-99.06892598,19.32946479,-99.06746052,19.3324973,0.188888889,3975,77,3.975,21.04411765,8.74,1.07,1.07,8.74,27.58388889,27.58388889,Iztapalapa,Iztapalapa
1061,Taxi de Sitio,09/03/2017 06:42,09/03/2017 07:06,-99.22241473,19.40980935,-99.23686627,19.3550486,0.402777778,13870,76,13.87,34.43586207,13.1,1.3,1.3,13.1,87.41955556,87.41955556,Miguel Hidalgo,¡Ålvaro ObregÛn
1062,Taxi Libre,09/03/2017 06:46,09/03/2017 07:33,-99.06977129,19.33089236,-99.15368381,19.27567165,0.791111111,15239,610,15.239,19.2627809,8.74,1.07,1.07,8.74,88.46736444,88.46736444,Iztapalapa,Tlalpan
1063,Taxi de Sitio,09/03/2017 07:36,09/03/2017 08:24,-99.2354135,19.35438459,-99.27423734,19.36031005,0.8,9980,854,9.98,12.475,13.1,1.3,1.3,13.1,89.66711111,89.66711111,¡Ålvaro ObregÛn,Cuajimalpa de Morelos
1064,Taxi Libre,09/03/2017 08:26,09/03/2017 08:50,-99.07006843,19.33111919,-99.073822,19.34614825,0.400277778,3494,73,3.494,8.728938237,8.74,1.07,1.07,8.74,25.43009778,25.43009778,Iztapalapa,Iztapalapa
1065,Taxi Libre,09/03/2017 08:50,09/03/2017 08:59,-99.06981986,19.3309617,-99.07500168,19.35077272,0.139444444,2976,60,2.976,21.34183267,8.74,1.07,1.07,8.74,22.90394667,22.90394667,Iztapalapa,Iztapalapa
1066,Taxi Libre,09/03/2017 09:19,09/03/2017 09:32,-99.06883884,19.33076113,-99.06784156,19.33057857,0.218055556,3396,158,3.396,15.57401274,8.74,1.07,1.07,8.74,27.03176889,27.03176889,Iztapalapa,Iztapalapa
1068,Taxi de Sitio,09/03/2017 09:49,09/03/2017 10:01,-99.23531356,19.35439518,-99.23530865,19.35439727,0.191111111,783,488,0.783,4.097093023,13.1,1.3,1.3,13.1,31.26937778,31.26937778,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1069,Taxi Libre,09/03/2017 10:06,09/03/2017 10:13,-99.06968484,19.33118055,-99.07504947,19.31829568,0.116388889,2650,104,2.65,22.76849642,8.74,1.07,1.07,8.74,22.55488889,22.55488889,Iztapalapa,Iztapalapa
1072,Taxi Libre,09/03/2017 03:04,09/03/2017 03:10,-98.98428539,19.2088037,-98.99097328,19.21685941,0.108611111,2380,61,2.38,21.91304348,8.74,1.07,1.07,8.74,20.37684444,20.37684444,Milpa Alta,Milpa Alta
1074,Taxi de Sitio,09/03/2017 04:25,09/03/2017 04:45,-99.23718579,19.35548859,-99.18886743,19.36314614,0.343333333,7266,307,7.266,21.1631068,13.1,1.3,1.3,13.1,59.75208889,59.75208889,¡Ålvaro ObregÛn,Benito Ju·rez
1075,Radio Taxi,09/03/2017 06:36,09/03/2017 07:07,-99.14622122,19.37487946,-99.18286636,19.36795884,0.520277778,4674,81,4.674,8.983662573,27.6,1.84,1.84,27.6,65.31264,65.31264,Benito Ju·rez,Benito Ju·rez
1076,Radio Taxi,09/03/2017 07:13,09/03/2017 07:36,-99.18615772,19.37161764,-99.18417258,19.37023864,0.375,2076,56,2.076,5.536,27.6,1.84,1.84,27.6,45.16913778,45.16913778,Benito Ju·rez,Benito Ju·rez
1077,Taxi de Sitio,02/08/2016 02:14,02/08/2016 02:30,-99.17969171,19.43862047,-99.19894718,19.48344125,0.266944444,6693,346,6.693,25.07263267,13.1,1.3,1.3,13.1,57.89915556,57.89915556,Miguel Hidalgo,Azcapotzalco
1079,Taxi de Sitio,02/08/2016 03:31,02/08/2016 03:48,-99.17946071,19.43867115,-99.15512629,19.46374987,0.288888889,6288,294,6.288,21.76615385,13.1,1.3,1.3,13.1,54.29093333,54.29093333,Miguel Hidalgo,Azcapotzalco
1080,Taxi de Sitio,02/08/2016 04:18,02/08/2016 04:28,-99.17966514,19.43867901,-99.19251282,19.44130716,0.162777778,1759,368,1.759,10.80614334,13.1,1.3,1.3,13.1,32.87791111,32.87791111,Miguel Hidalgo,Miguel Hidalgo
1082,Taxi de Sitio,02/08/2016 05:12,02/08/2016 06:02,-99.17946169,19.43850501,-99.13428195,19.38348386,0.84,12220,1203,12.22,14.54761905,13.1,1.3,1.3,13.1,111.3973333,111.3973333,Miguel Hidalgo,Benito Ju·rez
1083,Taxi de Sitio,02/08/2016 09:00,02/08/2016 09:09,-99.17950064,19.43847055,-99.17990134,19.43877863,0.150555556,1616,117,1.616,10.73357934,13.1,1.3,1.3,13.1,24.8832,24.8832,Miguel Hidalgo,Miguel Hidalgo
1084,Taxi de Sitio,02/08/2016 09:24,02/08/2016 09:45,-99.17945312,19.43871665,-99.15952874,19.43247281,0.361111111,2614,944,2.614,7.238769231,13.1,1.3,1.3,13.1,53.96391111,53.96391111,Miguel Hidalgo,CuauhtÈmoc
1086,Taxi Libre,03/08/2016 07:40,03/08/2016 08:20,-99.20062461,19.38215625,-99.20539038,19.37602612,0.671388889,8145,527,8.145,12.13156806,8.74,1.07,1.07,8.74,56.13148889,56.13148889,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1087,Taxi Libre,03/08/2016 08:20,03/08/2016 08:48,-99.20288857,19.38122724,-99.19958639,19.38303691,0.453333333,6595,555,6.595,14.54779412,8.74,1.07,1.07,8.74,50.16326667,50.16326667,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1088,Taxi Libre,03/08/2016 08:51,03/08/2016 09:03,-99.20343329,19.38063536,-99.20972571,19.38042272,0.200277778,3800,84,3.8,18.97364771,8.74,1.07,1.07,8.74,27.00133333,27.00133333,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1089,Taxi de Sitio,03/08/2016 09:36,03/08/2016 09:46,-99.03971251,19.56514414,-99.03013822,19.56109389,0.171944444,1170,117,1.17,6.804523425,13.1,1.3,1.3,13.1,22.564,22.564,Ecatepec de Morelos,Ecatepec de Morelos
1090,Taxi de Sitio,03/08/2016 11:32,03/08/2016 11:42,-99.04022019,19.56672901,-99.03370002,19.6031204,0.173333333,5180,79,5.18,29.88461538,13.1,1.3,1.3,13.1,42.31822222,42.31822222,Ecatepec de Morelos,Ecatepec de Morelos
1091,Taxi de Sitio,03/08/2016 12:01,03/08/2016 12:12,-99.16935806,19.46484656,-99.15483566,19.47193226,0.183055556,1820,48,1.82,9.942336874,13.1,1.3,1.3,13.1,23.95066667,23.95066667,Azcapotzalco,Azcapotzalco
1092,Taxi Libre,03/08/2016 01:06,03/08/2016 01:31,-99.20316119,19.38110452,-99.1794168,19.3638767,0.41,5205,792,5.205,12.69512195,8.74,1.07,1.07,8.74,49.8494,49.8494,¡Ålvaro ObregÛn,Benito Ju·rez
1093,Taxi de Sitio,03/08/2016 03:40,03/08/2016 03:53,-99.17966383,19.43830696,-99.15473014,19.46501285,0.213333333,5706,72,5.706,26.746875,13.1,1.3,1.3,13.1,44.8512,44.8512,Miguel Hidalgo,Azcapotzalco
1095,Taxi de Sitio,03/08/2016 04:17,03/08/2016 04:30,-99.17950279,19.43874857,-99.1827112,19.45139444,0.221388889,1952,446,1.952,8.81706399,13.1,1.3,1.3,13.1,36.13484444,36.13484444,Miguel Hidalgo,Miguel Hidalgo
1096,Taxi de Sitio,03/08/2016 04:52,03/08/2016 04:59,-99.17954295,19.43867451,-99.1816891,19.44130416,0.117222222,897,253,0.897,7.652132701,13.1,1.3,1.3,13.1,25.07328889,25.07328889,Miguel Hidalgo,Miguel Hidalgo
1097,Taxi Libre,03/08/2016 05:10,03/08/2016 05:19,-99.00499118,19.24453209,-98.9967095,19.23500932,0.140833333,2278,109,2.278,16.17514793,8.74,1.07,1.07,8.74,21.08161778,21.08161778,Tl·huac,Tl·huac
1098,Taxi de Sitio,03/08/2016 05:23,03/08/2016 05:36,-99.17956711,19.43869592,-99.19250141,19.45843172,0.218888889,3626,1571,3.626,16.56548223,13.1,1.3,1.3,13.1,77.33964444,77.33964444,Miguel Hidalgo,Miguel Hidalgo
1101,Taxi Libre,03/08/2016 08:48,03/08/2016 09:33,-99.18117973,19.29536099,-99.16345918,19.37053144,0.759722222,14151,2100,14.151,18.62654479,8.74,1.07,1.07,8.74,119.2396133,119.2396133,Tlalpan,Benito Ju·rez
1107,Taxi Libre,04/08/2016 12:47,04/08/2016 01:04,-99.20355193,19.38046241,-99.20345552,19.38034302,0.285277778,1699,163,1.699,5.955598832,8.74,1.07,1.07,8.74,19.88749778,19.88749778,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1108,Taxi de Sitio,04/08/2016 01:15,04/08/2016 01:19,-99.1792481,19.43884487,-99.17202523,19.43474557,0.062777778,968,86,0.968,15.41946903,13.1,1.3,1.3,13.1,20.61804444,20.61804444,Miguel Hidalgo,Miguel Hidalgo
1109,Radio Taxi,04/08/2016 05:06,04/08/2016 05:24,-99.17200974,19.40603336,-99.15162617,19.37629911,0.303888889,4222,19,4.222,13.89323583,27.6,1.84,1.84,27.6,59.45080889,59.45080889,CuauhtÈmoc,Benito Ju·rez
1110,Taxi Libre,27/07/2016 01:09,27/07/2016 01:23,-99.05654466,19.46326922,-99.09820258,19.46807558,0.222222222,5218,334,5.218,23.481,8.74,1.07,1.07,8.74,39.01481778,39.01481778,NezahualcÛyotl,Gustavo A. Madero
1113,Radio Taxi,05/08/2016 06:25,05/08/2016 06:44,-99.1798072,19.37154009,-99.12702516,19.33775576,0.318055556,10352,280,10.352,32.54777293,27.6,1.84,1.84,27.6,115.2396089,115.2396089,Benito Ju·rez,Coyoac·n
1114,Radio Taxi,05/08/2016 08:00,05/08/2016 08:39,-99.17679633,19.36639057,-99.19498979,19.43823676,0.636944444,13319,568,13.319,20.91077191,27.6,1.84,1.84,27.6,148.8527289,148.8527289,Benito Ju·rez,Miguel Hidalgo
1115,Taxi Libre,05/08/2016 09:51,05/08/2016 10:15,-99.20499135,19.36693143,-99.18716615,19.37360237,0.406944444,2708,790,2.708,6.65447099,8.74,1.07,1.07,8.74,39.11468444,39.11468444,¡Ålvaro ObregÛn,Benito Ju·rez
1117,Radio Taxi,05/08/2016 02:16,05/08/2016 02:36,-99.18151527,19.39095293,-99.17158039,19.43454282,0.330277778,6222,1806,6.222,18.83868797,27.6,1.84,1.84,27.6,147.2392533,147.2392533,Benito Ju·rez,Miguel Hidalgo
1118,Taxi de Sitio,09/03/2017 07:55,09/03/2017 08:06,-99.1484375,19.3883772,-99.1433424,19.3831718,0.183055556,837,51,0.837,4.572382398,13.1,1.3,1.3,13.1,18.92573333,18.92573333,Benito Ju·rez,Benito Ju·rez
1119,Taxi Libre,09/03/2017 08:00,09/03/2017 08:12,-99.07578444,19.35134038,-99.03940074,19.34781741,0.200277778,4865,225,4.865,24.29126214,8.74,1.07,1.07,8.74,34.9122,34.9122,Iztapalapa,Iztapalapa
1120,Radio Taxi,09/03/2017 08:32,09/03/2017 09:08,-99.1922944,19.3938737,-99.17991745,19.37017109,0.608055556,4503,1825,4.503,7.405573321,27.6,1.84,1.84,27.6,135.3643022,135.3643022,¡Ålvaro ObregÛn,Benito Ju·rez
1121,Radio Taxi,09/03/2017 09:14,09/03/2017 09:32,-99.18284441,19.36694433,-99.21672252,19.34841854,0.287777778,5190,95,5.19,18.03474903,27.6,1.84,1.84,27.6,69.68284444,69.68284444,Benito Ju·rez,¡Ålvaro ObregÛn
1124,Radio Taxi,09/03/2017 10:35,09/03/2017 10:48,-99.1872051,19.37387216,-99.18688473,19.39158652,0.216666667,4227,47,4.227,19.50923077,27.6,1.84,1.84,27.6,60.63249778,60.63249778,Benito Ju·rez,Benito Ju·rez
1129,Radio Taxi,10/03/2017 05:31,10/03/2017 05:51,-99.14067792,19.4803464,-99.16467763,19.41826546,0.321666667,10930,246,10.93,33.97927461,27.6,1.84,1.84,27.6,118.1034667,118.1034667,Gustavo A. Madero,CuauhtÈmoc
1130,Radio Taxi,10/03/2017 06:53,10/03/2017 07:32,-99.11178264,19.42748185,-99.0800039,19.316486,0.648055556,13616,516,13.616,21.01054436,27.6,1.84,1.84,27.6,148.9124267,148.9124267,Venustiano Carranza,Iztapalapa
1131,Taxi Libre,10/03/2017 07:32,10/03/2017 07:53,-99.20142741,19.38190531,-99.17971367,19.39693976,0.346111111,3959,629,3.959,11.43852327,8.74,1.07,1.07,8.74,40.64074222,40.64074222,¡Ålvaro ObregÛn,Benito Ju·rez
1133,Taxi de Sitio,10/03/2017 11:44,10/03/2017 12:14,-99.2369718,19.35514797,-99.17103244,19.39863389,0.497222222,10908,253,10.908,21.93787709,13.1,1.3,1.3,13.1,77.13048889,77.13048889,¡Ålvaro ObregÛn,Benito Ju·rez
1134,Radio Taxi,10/03/2017 01:21,10/03/2017 01:43,-99.17390155,19.36802193,-99.15576462,19.33949894,0.366111111,4734,966,4.734,12.93050076,27.6,1.84,1.84,27.6,101.9409067,101.9409067,Benito Ju·rez,Coyoac·n
1135,Taxi de Sitio,10/03/2017 01:34,10/03/2017 02:30,-99.23622328,19.35474247,-99.22908828,19.37793464,0.936944444,6259,109,6.259,6.680225319,13.1,1.3,1.3,13.1,48.79568889,48.79568889,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1136,Taxi Libre,10/03/2017 02:00,10/03/2017 02:57,-99.06823512,19.31496474,-99.05294867,19.402038,0.938888889,11274,564,11.274,12.00781065,8.74,1.07,1.07,8.74,70.40338667,70.40338667,Iztapalapa,NezahualcÛyotl
1137,Radio Taxi,10/03/2017 02:45,10/03/2017 03:23,-99.18094713,19.36978231,-99.17794876,19.37504312,0.648055556,6806,1291,6.806,10.50218603,27.6,1.84,1.84,27.6,130.4797156,130.4797156,Benito Ju·rez,Benito Ju·rez
1140,Taxi de Sitio,10/03/2017 06:06,10/03/2017 06:22,-99.22573177,19.36052563,-99.2092225,19.36517934,0.269444444,2473,876,2.473,9.17814433,13.1,1.3,1.3,13.1,51.26626667,51.26626667,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
1141,Taxi Libre,10/03/2017 06:18,10/03/2017 06:34,-99.13680047,19.33182474,-99.16679014,19.37706886,0.279722222,9179,161,9.179,32.81469712,8.74,1.07,1.07,8.74,51.85434222,51.85434222,Coyoac·n,Benito Ju·rez
1143,UberX,10/03/2017 08:01,10/03/2017 08:03,-98.94371056,19.28044197,-98.95205552,19.27901062,0.033333333,1071,10,1.071,32.13,7,3.57,1.8,35,11.12347,35,Valle de Chalco Solidaridad,Valle de Chalco Solidaridad
1145,Radio Taxi,10/03/2017 09:04,10/03/2017 09:33,-99.17062931,19.36721172,-99.1914257,19.38610466,0.490833333,7555,2804,7.555,15.39219015,27.6,1.84,1.84,27.6,197.8572444,197.8572444,Benito Ju·rez,¡Ålvaro ObregÛn
1147,Taxi de Sitio,10/03/2017 10:58,10/03/2017 11:10,-99.17302986,19.43845932,-99.19899058,19.45642647,0.198888889,4265,294,4.265,21.44413408,13.1,1.3,1.3,13.1,43.77133333,43.77133333,Miguel Hidalgo,Miguel Hidalgo
1150,Radio Taxi,11/03/2017 12:10,11/03/2017 12:34,-99.27011432,19.335701,-99.17955295,19.369706,0.398055556,12396,184,12.396,31.14138172,27.6,1.84,1.84,27.6,126.3581156,126.3581156,¡Ålvaro ObregÛn,Benito Ju·rez
1151,Taxi de Sitio,11/03/2017 12:28,11/03/2017 12:45,-99.1499645,19.3843765,-99.1761212,19.33645065,0.294166667,6541,106,6.541,22.23569405,13.1,1.3,1.3,13.1,50.17542222,50.17542222,Benito Ju·rez,Coyoac·n
1152,Taxi de Sitio,11/03/2017 12:45,11/03/2017 01:16,-99.17604836,19.33603357,-99.14492027,19.40409662,0.504444444,11364,137,11.364,22.5277533,13.1,1.3,1.3,13.1,76.15057778,76.15057778,Coyoac·n,CuauhtÈmoc
1153,Taxi Libre,11/03/2017 01:12,11/03/2017 01:40,-99.19743835,19.45884791,-99.19872625,19.45601426,0.464722222,12225,461,12.225,26.30603706,8.74,1.07,1.07,8.74,72.02455556,72.02455556,Miguel Hidalgo,Miguel Hidalgo
1154,Radio Taxi,11/03/2017 01:34,11/03/2017 02:04,-99.17530542,19.38489142,-99.17921705,19.38260692,0.51,6076,406,6.076,11.91372549,27.6,1.84,1.84,27.6,88.92024889,88.92024889,Benito Ju·rez,Benito Ju·rez
1155,Taxi de Sitio,11/03/2017 02:05,11/03/2017 02:33,-99.15372828,19.35477592,-99.17160274,19.26499346,0.463055556,11005,118,11.005,23.76604679,13.1,1.3,1.3,13.1,73.73488889,73.73488889,Coyoac·n,Tlalpan
1157,Taxi de Sitio,11/03/2017 07:24,11/03/2017 07:43,-99.23619682,19.35473898,-99.18734189,19.3639069,0.320833333,8351,163,8.351,26.02909091,13.1,1.3,1.3,13.1,61.23408889,61.23408889,¡Ålvaro ObregÛn,Benito Ju·rez
1161,Taxi de Sitio,11/03/2017 01:28,11/03/2017 01:33,-99.00832645,19.36090837,-99.0179403,19.36024658,0.081111111,1126,87,1.126,13.88219178,13.1,1.3,1.3,13.1,21.46853333,21.46853333,Iztapalapa,Iztapalapa
