id,vendor_id,pickup_datetime,dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration,dist_meters,wait_sec,dist_km,speed_km,banderazo,tarifa_dist,tarifa_tiempo,tarifa_min,costo_viaje_sin_min,costo_viaje_sobre_min,municipios_origen,municipios_destino
6195,Taxi Libre,28/02/2017 08:01,28/02/2017 08:27,-99.1807127,19.3459752,-99.20298528,19.37542994,0.4475,6705,581,6.705,14.98324022,8.74,1.07,1.07,8.74,51.25228889,51.25228889,Coyoac·n,¡Ålvaro ObregÛn
6196,Taxi de Sitio,28/02/2017 07:47,28/02/2017 08:30,-99.13342165,19.30852918,-99.15077976,19.29895648,0.714444444,12655,1244,12.655,17.71306376,13.1,1.3,1.3,13.1,114.8437778,114.8437778,Coyoac·n,Coyoac·n
6197,Taxi Libre,01/03/2017 08:07,01/03/2017 08:30,-99.08586757,19.35840799,-99.06816966,19.31492868,0.3925,7508,520,7.508,19.12866242,8.74,1.07,1.07,8.74,53.23868444,53.23868444,Iztapalapa,Iztapalapa
6199,Taxi Libre,01/03/2017 08:44,01/03/2017 09:05,-99.20040596,19.38228488,-99.15947668,19.37415152,0.358055556,6087,531,6.087,17.00015516,8.74,1.07,1.07,8.74,47.41836,47.41836,¡Ålvaro ObregÛn,Benito Ju·rez
6200,Taxi Libre,15/11/2016 06:33,15/11/2016 06:47,-99.06986438,19.33084674,-99.05777704,19.36032679,0.233055556,5795,119,5.795,24.86531585,8.74,1.07,1.07,8.74,36.37215556,36.37215556,Iztapalapa,Iztapalapa
6201,Taxi Libre,15/11/2016 07:11,15/11/2016 07:28,-99.06918532,19.33087986,-99.06988033,19.33094916,0.283055556,5223,265,5.223,18.45220805,8.74,1.07,1.07,8.74,37.39555111,37.39555111,Iztapalapa,Iztapalapa
6202,Taxi de Sitio,15/11/2016 07:05,15/11/2016 07:31,-99.11327824,19.39460195,-99.0363623,19.37130601,0.432777778,13134,387,13.134,30.34813864,13.1,1.3,1.3,13.1,92.5768,92.5768,Iztacalco,Iztapalapa
6203,Taxi Libre,15/11/2016 07:28,15/11/2016 07:46,-99.0698655,19.3309074,-99.07002299,19.35705734,0.312222222,4247,478,4.247,13.6024911,8.74,1.07,1.07,8.74,38.28293778,38.28293778,Iztapalapa,Iztapalapa
6204,Taxi Libre,15/11/2016 08:00,15/11/2016 08:07,-99.06978139,19.33094845,-99.07425719,19.31746279,0.116944444,2444,31,2.444,20.89881235,8.74,1.07,1.07,8.74,19.93743111,19.93743111,Iztapalapa,Iztapalapa
6206,Taxi Libre,15/11/2016 08:18,15/11/2016 08:34,-99.0758794,19.3262532,-99.07293108,19.3315643,0.265277778,802,485,0.802,3.023246073,8.74,1.07,1.07,8.74,23.70478222,23.70478222,Iztapalapa,Iztapalapa
6207,Taxi Libre,15/11/2016 08:34,15/11/2016 08:57,-99.07358407,19.33167275,-99.11587312,19.35696627,0.380555556,7537,235,7.537,19.80525547,8.74,1.07,1.07,8.74,46.58613778,46.58613778,Iztapalapa,Iztapalapa
6209,Taxi de Sitio,15/11/2016 09:39,15/11/2016 09:58,-99.17632437,19.41947882,-99.19166459,19.47929616,0.313888889,9036,309,9.036,28.78725664,13.1,1.3,1.3,13.1,69.01386667,69.01386667,CuauhtÈmoc,Azcapotzalco
6211,Taxi Libre,15/11/2016 10:20,15/11/2016 10:32,-99.20128867,19.33586512,-99.1947647,19.3884231,0.212222222,7668,55,7.668,36.13193717,8.74,1.07,1.07,8.74,42.86681778,42.86681778,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
6214,Taxi Libre,15/11/2016 12:57,15/11/2016 01:09,-99.07958025,19.3354338,-99.07061668,19.3310732,0.201111111,1436,493,1.436,7.140331492,8.74,1.07,1.07,8.74,26.60852444,26.60852444,Iztapalapa,Iztapalapa
6217,Taxi Libre,15/11/2016 01:09,15/11/2016 01:36,-99.0697779,19.33081245,-99.06642162,19.34023123,0.448888889,2875,1236,2.875,6.40470297,8.74,1.07,1.07,8.74,50.43433333,50.43433333,Iztapalapa,Iztapalapa
6218,Taxi Libre,15/11/2016 01:36,15/11/2016 01:47,-99.06969156,19.33098038,-99.0750068,19.35059074,0.18,3089,233,3.089,17.16111111,8.74,1.07,1.07,8.74,27.50114222,27.50114222,Iztapalapa,Iztapalapa
6219,Taxi Libre,15/11/2016 01:47,15/11/2016 01:58,-99.07417567,19.35060839,-99.06831242,19.33061242,0.181111111,3585,101,3.585,19.79447853,8.74,1.07,1.07,8.74,26.48535556,26.48535556,Iztapalapa,Iztapalapa
6220,Taxi Libre,15/11/2016 01:58,15/11/2016 02:01,-99.0683185,19.3306862,-99.07643219,19.33393953,0.063055556,1141,39,1.141,18.09515419,8.74,1.07,1.07,8.74,14.55081333,14.55081333,Iztapalapa,Iztapalapa
6221,Taxi Libre,15/11/2016 02:16,15/11/2016 02:26,-99.06839557,19.33067323,-99.08294744,19.32753218,0.1675,2363,184,2.363,14.10746269,8.74,1.07,1.07,8.74,23.22875111,23.22875111,Iztapalapa,Iztapalapa
6222,Taxi de Sitio,15/11/2016 02:27,15/11/2016 02:49,-99.11268927,19.29371554,-99.12661284,19.30278815,0.376111111,3357,887,3.357,8.925553914,13.1,1.3,1.3,13.1,56.18084444,56.18084444,Tlalpan,Tlalpan
6223,Taxi Libre,15/11/2016 02:54,15/11/2016 03:22,-99.06836621,19.33061875,-99.0722179,19.31557278,0.469444444,3290,226,3.29,7.008284024,8.74,1.07,1.07,8.74,28.19497778,28.19497778,Iztapalapa,Iztapalapa
6224,Taxi de Sitio,15/11/2016 03:58,15/11/2016 04:26,-99.16355177,19.36565401,-99.18329991,19.36373594,0.455833333,4200,1007,4.2,9.213893967,13.1,1.3,1.3,13.1,64.03111111,64.03111111,Benito Ju·rez,Benito Ju·rez
6225,Taxi Libre,15/11/2016 04:35,15/11/2016 04:56,-99.06066129,19.30721044,-99.06029051,19.3072881,0.353611111,4382,450,4.382,12.39214454,8.74,1.07,1.07,8.74,38.19496,38.19496,Iztapalapa,Iztapalapa
6227,Taxi Libre,15/11/2016 05:05,15/11/2016 05:14,-99.06068009,19.30721586,-99.04931774,19.30218206,0.149166667,1856,274,1.856,12.4424581,8.74,1.07,1.07,8.74,23.19879111,23.19879111,Iztapalapa,Tl·huac
6228,Taxi Libre,15/11/2016 05:33,15/11/2016 05:54,-99.22411182,19.36189127,-99.18800886,19.41380452,0.344444444,10256,147,10.256,29.77548387,8.74,1.07,1.07,8.74,56.13101333,56.13101333,¡Ålvaro ObregÛn,Miguel Hidalgo
6229,Taxi Libre,15/11/2016 05:27,15/11/2016 06:11,-99.06054624,19.30762334,-99.06029404,19.30741386,0.722222222,11224,672,11.224,15.54092308,8.74,1.07,1.07,8.74,72.75738667,72.75738667,Iztapalapa,Iztapalapa
6230,Taxi Libre,15/11/2016 06:14,15/11/2016 06:21,-99.06086564,19.3076747,-99.07486079,19.30163039,0.124444444,2153,75,2.153,17.30089286,8.74,1.07,1.07,8.74,19.73817333,19.73817333,Iztapalapa,Iztapalapa
6232,Taxi Libre,15/11/2016 06:34,15/11/2016 07:11,-99.06035563,19.30751777,-99.01047182,19.28421666,0.611111111,8695,866,8.695,14.22818182,8.74,1.07,1.07,8.74,66.54615556,66.54615556,Iztapalapa,Tl·huac
6234,Taxi de Sitio,15/11/2016 11:06,15/11/2016 11:27,-99.15750336,19.4192993,-99.13040642,19.49704106,0.348888889,11098,185,11.098,31.80955414,13.1,1.3,1.3,13.1,76.15404444,76.15404444,CuauhtÈmoc,Gustavo A. Madero
6240,Radio Taxi,16/11/2016 07:21,16/11/2016 07:35,-99.17960334,19.37153952,-99.13473518,19.35187388,0.245277778,7009,307,7.009,28.57576444,27.6,1.84,1.84,27.6,91.73912889,91.73912889,Benito Ju·rez,Coyoac·n
6243,Taxi Libre,16/11/2016 08:37,16/11/2016 08:47,-99.06850604,19.33062703,-99.07501204,19.35061249,0.166944444,3140,184,3.14,18.80865225,8.74,1.07,1.07,8.74,26.55431111,26.55431111,Iztapalapa,Iztapalapa
6244,Taxi Libre,16/11/2016 08:42,16/11/2016 09:06,-99.06844668,19.33073696,-99.06883229,19.33260074,0.396111111,1665,1243,1.665,4.203366059,8.74,1.07,1.07,8.74,45.42197778,45.42197778,Iztapalapa,Iztapalapa
6245,Taxi Libre,16/11/2016 09:06,16/11/2016 10:14,-99.0685952,19.33064285,-99.08001607,19.327238,1.141388889,1955,3767,1.955,1.712825505,8.74,1.07,1.07,8.74,106.6782889,106.6782889,Iztapalapa,Iztapalapa
6246,Taxi Libre,16/11/2016 10:15,16/11/2016 10:34,-99.06834306,19.33267989,-99.14326191,19.28998047,0.326666667,12138,110,12.138,37.15714286,8.74,1.07,1.07,8.74,63.30619556,63.30619556,Iztapalapa,Tlalpan
6247,Taxi Libre,16/11/2016 10:33,16/11/2016 11:31,-99.06965557,19.33638509,-99.06828268,19.33034438,0.965833333,16275,1356,16.275,16.85073339,8.74,1.07,1.07,8.74,110.6396667,110.6396667,Iztapalapa,Iztapalapa
6248,Taxi Libre,16/11/2016 12:39,16/11/2016 01:10,-99.068998,19.33428452,-99.07350448,19.34915577,0.507777778,2889,90,2.889,5.689496718,8.74,1.07,1.07,8.74,23.24492,23.24492,Iztapalapa,Iztapalapa
6249,Taxi Libre,16/11/2016 01:12,16/11/2016 01:31,-99.07332848,19.33150804,-99.10741017,19.32516086,0.329444444,5708,197,5.708,17.32613828,8.74,1.07,1.07,8.74,37.85446222,37.85446222,Iztapalapa,Coyoac·n
6250,Taxi Libre,16/11/2016 01:54,16/11/2016 01:59,-99.06824935,19.33171814,-99.06844134,19.33062386,0.078611111,1013,110,1.013,12.88621908,8.74,1.07,1.07,8.74,15.69119556,15.69119556,Iztapalapa,Iztapalapa
6251,Taxi Libre,16/11/2016 02:00,16/11/2016 02:04,-99.0684701,19.33066284,-99.07600914,19.33386252,0.075833333,1137,86,1.137,14.99340659,8.74,1.07,1.07,8.74,15.65124889,15.65124889,Iztapalapa,Iztapalapa
6255,Taxi de Sitio,16/11/2016 04:09,16/11/2016 04:16,-99.04208015,19.55326853,-99.04525218,19.54885465,0.117777778,668,385,0.668,5.671698113,13.1,1.3,1.3,13.1,27.69582222,27.69582222,Ecatepec de Morelos,Ecatepec de Morelos
6258,Taxi de Sitio,16/11/2016 05:14,16/11/2016 06:19,-99.17638519,19.39690389,-99.15714551,19.35790066,1.085,6064,16,6.064,5.588940092,13.1,1.3,1.3,13.1,45.09502222,45.09502222,Benito Ju·rez,Coyoac·n
6259,Taxi de Sitio,16/11/2016 06:19,16/11/2016 06:47,-99.15706168,19.35769175,-99.16744406,19.4048311,0.477222222,7168,899,7.168,15.02025611,13.1,1.3,1.3,13.1,76.34471111,76.34471111,Coyoac·n,CuauhtÈmoc
6260,Taxi de Sitio,16/11/2016 06:58,16/11/2016 07:09,-99.16451712,19.40688124,-99.15067309,19.41719286,0.192222222,3360,436,3.36,17.47976879,13.1,1.3,1.3,13.1,43.16755556,43.16755556,CuauhtÈmoc,CuauhtÈmoc
6263,Taxi Libre,17/11/2016 07:29,17/11/2016 07:45,-99.06997257,19.33092119,-99.06939618,19.33462678,0.261111111,2493,66,2.493,9.547659574,8.74,1.07,1.07,8.74,20.97937333,20.97937333,Iztapalapa,Iztapalapa
6265,Taxi Libre,17/11/2016 08:30,17/11/2016 08:48,-99.1962114,19.46225962,-99.19623485,19.46158077,0.301388889,4614,447,4.614,15.30912442,8.74,1.07,1.07,8.74,39.11658667,39.11658667,Miguel Hidalgo,Miguel Hidalgo
6266,Taxi Libre,17/11/2016 08:31,17/11/2016 09:43,-99.06866842,19.33069314,-99.07486917,19.33427749,1.196944444,16067,2405,16.067,13.42334648,8.74,1.07,1.07,8.74,134.6923156,134.6923156,Iztapalapa,Iztapalapa
6267,Taxi Libre,17/11/2016 12:53,17/11/2016 01:05,-99.17906303,19.39693415,-99.1504293,19.4038538,0.198611111,3345,163,3.345,16.84195804,8.74,1.07,1.07,8.74,26.93237778,26.93237778,Benito Ju·rez,Benito Ju·rez
6268,Taxi Libre,17/11/2016 01:09,17/11/2016 01:48,-99.07127648,19.33119444,-99.0923829,19.4514779,0.651111111,15018,127,15.018,23.06518771,8.74,1.07,1.07,8.74,76.03681778,76.03681778,Iztapalapa,Gustavo A. Madero
6272,Taxi Libre,17/11/2016 05:21,17/11/2016 05:24,-99.15924725,19.44913176,-99.16311718,19.44507825,0.043888889,855,156,0.855,19.48101266,8.74,1.07,1.07,8.74,16.10873333,16.10873333,CuauhtÈmoc,CuauhtÈmoc
6276,Taxi Libre,17/11/2016 07:57,17/11/2016 08:02,-99.03419674,19.54130227,-99.04139159,19.54692416,0.087777778,1165,127,1.165,13.2721519,8.74,1.07,1.07,8.74,16.74597778,16.74597778,Ecatepec de Morelos,Ecatepec de Morelos
6277,Taxi Libre,17/11/2016 08:04,17/11/2016 08:06,-99.03919641,19.54395129,-99.03472356,19.54136327,0.025833333,595,12,0.595,23.03225806,8.74,1.07,1.07,8.74,11.57193333,11.57193333,Ecatepec de Morelos,Ecatepec de Morelos
6278,Radio Taxi,17/11/2016 07:23,17/11/2016 08:23,-99.1658955,19.35217798,-99.16133736,19.3598233,0.991666667,6165,1995,6.165,6.216806723,27.6,1.84,1.84,27.6,154.5477333,154.5477333,Coyoac·n,Benito Ju·rez
6279,Radio Taxi,17/11/2016 08:49,17/11/2016 09:08,-99.21662608,19.28934669,-99.19921869,19.33559301,0.321944444,5835,20,5.835,18.12424504,27.6,1.84,1.84,27.6,71.36337778,71.36337778,Tlalpan,¡Ålvaro ObregÛn
6280,Radio Taxi,17/11/2016 08:49,17/11/2016 09:59,-99.18264565,19.34754559,-99.14506992,19.27886528,1.164444444,13638,1265,13.638,11.7120229,27.6,1.84,1.84,27.6,179.7001244,179.7001244,¡Ålvaro ObregÛn,Tlalpan
6281,Taxi Libre,11/11/2016 04:57,11/11/2016 05:54,-99.07357086,19.24865706,-99.06125093,19.25249566,0.9475,2510,1246,2.51,2.649076517,8.74,1.07,1.07,8.74,49.10991111,49.10991111,Xochimilco,Xochimilco
6282,Taxi Libre,18/11/2016 07:01,18/11/2016 07:07,-99.0935046,19.24276436,-99.09932478,19.2348386,0.101944444,1629,96,1.629,15.97929155,8.74,1.07,1.07,8.74,17.99478667,17.99478667,Xochimilco,Xochimilco
6283,Taxi Libre,18/11/2016 06:56,18/11/2016 07:19,-99.1967066,19.46055312,-99.16333574,19.42839924,0.375,6556,404,6.556,17.48266667,8.74,1.07,1.07,8.74,46.40590222,46.40590222,Miguel Hidalgo,CuauhtÈmoc
6284,Taxi Libre,18/11/2016 07:08,18/11/2016 07:24,-99.09865533,19.23569193,-99.1071077,19.25596598,0.275555556,3755,398,3.755,13.62701613,8.74,1.07,1.07,8.74,34.27495556,34.27495556,Xochimilco,Xochimilco
6286,Taxi Libre,18/11/2016 07:37,18/11/2016 07:54,-99.06985768,19.33100758,-99.03177694,19.36123722,0.281388889,8524,146,8.524,30.29259625,8.74,1.07,1.07,8.74,48.69427556,48.69427556,Iztapalapa,Iztapalapa
6287,Taxi Libre,18/11/2016 07:50,18/11/2016 08:42,-99.10554762,19.23767046,-99.15804011,19.32502783,0.860277778,14595,916,14.595,16.96545044,8.74,1.07,1.07,8.74,92.98704444,92.98704444,Xochimilco,Coyoac·n
6288,Taxi Libre,18/11/2016 08:34,18/11/2016 08:43,-99.19668957,19.4610595,-99.2029045,19.4585037,0.1525,1614,256,1.614,10.58360656,8.74,1.07,1.07,8.74,21.73503111,21.73503111,Miguel Hidalgo,Miguel Hidalgo
6289,Taxi de Sitio,18/11/2016 08:32,18/11/2016 09:04,-99.23183513,19.36315863,-99.19154679,19.30484675,0.533055556,9681,55,9.681,18.16133403,13.1,1.3,1.3,13.1,65.03008889,65.03008889,¡Ålvaro ObregÛn,Coyoac·n
6291,Taxi Libre,18/11/2016 08:26,18/11/2016 09:10,-99.06842767,19.33067558,-99.14216313,19.31107724,0.735833333,14583,731,14.583,19.81834655,8.74,1.07,1.07,8.74,88.53679556,88.53679556,Iztapalapa,Coyoac·n
6292,Taxi Libre,18/11/2016 08:51,18/11/2016 09:13,-99.19505338,19.46132787,-99.18081081,19.43086937,0.352222222,6575,349,6.575,18.66719243,8.74,1.07,1.07,8.74,45.17944444,45.17944444,Miguel Hidalgo,Miguel Hidalgo
6293,Taxi Libre,18/11/2016 08:44,18/11/2016 09:15,-99.06969824,19.33095539,-99.07766394,19.32846751,0.501944444,3587,222,3.587,7.146209186,8.74,1.07,1.07,8.74,29.37102667,29.37102667,Iztapalapa,Iztapalapa
6294,Taxi Libre,18/11/2016 09:15,18/11/2016 09:29,-99.06986264,19.33083757,-99.10178179,19.33376589,0.241944444,4308,97,4.308,17.80574053,8.74,1.07,1.07,8.74,29.48468444,29.48468444,Iztapalapa,Iztapalapa
6295,Taxi Libre,18/11/2016 09:49,18/11/2016 09:54,-99.07014507,19.33095969,-99.07517936,19.31926384,0.085277778,2633,44,2.633,30.87557003,8.74,1.07,1.07,8.74,21.05546222,21.05546222,Iztapalapa,Iztapalapa
6296,Taxi Libre,18/11/2016 10:03,18/11/2016 10:24,-99.06829429,19.3311059,-99.06465992,19.34503525,0.354722222,2532,49,2.532,7.13797964,8.74,1.07,1.07,8.74,20.74207111,20.74207111,Iztapalapa,Iztapalapa
6301,Taxi Libre,18/11/2016 01:27,18/11/2016 01:48,-99.0698937,19.3308949,-99.10889023,19.33701344,0.345277778,5753,241,5.753,16.6619469,8.74,1.07,1.07,8.74,39.09328444,39.09328444,Iztapalapa,Iztapalapa
6302,Taxi Libre,18/11/2016 01:48,18/11/2016 02:18,-99.10890305,19.33690615,-99.07488523,19.33057218,0.501944444,5230,905,5.23,10.4194798,8.74,1.07,1.07,8.74,52.64328889,52.64328889,Iztapalapa,Iztapalapa
6304,Taxi Libre,18/11/2016 03:06,18/11/2016 03:26,-99.0604005,19.30740098,-99.06128472,19.3069007,0.325833333,5382,378,5.382,16.51764706,8.74,1.07,1.07,8.74,40.76296,40.76296,Iztapalapa,Iztapalapa
6305,Taxi Libre,18/11/2016 03:32,18/11/2016 03:44,-99.06034178,19.30745922,-99.05267672,19.30184944,0.2075,2588,324,2.588,12.47228916,8.74,1.07,1.07,8.74,27.52064,27.52064,Iztapalapa,Tl·huac
6306,Taxi de Sitio,18/11/2016 03:00,18/11/2016 03:47,-99.13358241,19.43681755,-99.17839269,19.42488079,0.7825,6745,1708,6.745,8.619808307,13.1,1.3,1.3,13.1,97.51622222,97.51622222,CuauhtÈmoc,Miguel Hidalgo
6309,Taxi Libre,18/11/2016 03:23,18/11/2016 04:31,-99.2379676,19.38062859,-99.29891831,19.35272259,1.133611111,7675,1345,7.675,6.770399412,8.74,1.07,1.07,8.74,73.57011111,73.57011111,¡Ålvaro ObregÛn,Cuajimalpa de Morelos
6312,Taxi Libre,18/11/2016 04:20,18/11/2016 05:10,-99.06071832,19.30774729,-99.06954909,19.30946899,0.836111111,11637,1083,11.637,13.91800664,8.74,1.07,1.07,8.74,84.29769333,84.29769333,Iztapalapa,Iztapalapa
6313,Taxi Libre,18/11/2016 05:16,18/11/2016 05:27,-99.06043286,19.30787317,-99.059303,19.32140614,0.171111111,3184,91,3.184,18.60779221,8.74,1.07,1.07,8.74,24.53129778,24.53129778,Iztapalapa,Iztapalapa
6314,Taxi Libre,18/11/2016 05:05,18/11/2016 05:26,-99.06841795,19.33065771,-99.0750647,19.33180539,0.343888889,5201,374,5.201,15.12407108,8.74,1.07,1.07,8.74,39.89316889,39.89316889,Iztapalapa,Iztapalapa
6315,Radio Taxi,18/11/2016 05:42,18/11/2016 05:54,-99.18099871,19.37048391,-99.19888867,19.3770229,0.199166667,6615,185,6.615,33.21338912,27.6,1.84,1.84,27.6,83.85084444,83.85084444,Benito Ju·rez,¡Ålvaro ObregÛn
6316,Taxi Libre,18/11/2016 05:41,18/11/2016 05:59,-99.06055468,19.30749818,-99.05588848,19.30309562,0.304722222,2622,625,2.622,8.604557885,8.74,1.07,1.07,8.74,34.82327111,34.82327111,Iztapalapa,Tl·huac
6317,Radio Taxi,18/11/2016 06:28,18/11/2016 06:37,-99.1796428,19.37130003,-99.17265559,19.39335936,0.136944444,2730,420,2.73,19.93509128,27.6,1.84,1.84,27.6,64.86613333,64.86613333,Benito Ju·rez,Benito Ju·rez
6318,Radio Taxi,18/11/2016 06:37,18/11/2016 07:16,-99.17262452,19.39338075,-99.17991726,19.37016647,0.645833333,6245,1183,6.245,9.669677419,27.6,1.84,1.84,27.6,121.9347556,121.9347556,Benito Ju·rez,Benito Ju·rez
6319,Radio Taxi,18/11/2016 07:16,18/11/2016 07:52,-99.18038892,19.37029692,-99.19162452,19.37269926,0.603611111,4803,678,4.803,7.957109986,27.6,1.84,1.84,27.6,90.67274667,90.67274667,Benito Ju·rez,Benito Ju·rez
6320,Taxi de Sitio,18/11/2016 08:17,18/11/2016 08:31,-99.16325725,19.36039384,-99.14215707,19.37052154,0.234444444,4363,190,4.363,18.60995261,13.1,1.3,1.3,13.1,41.27648889,41.27648889,Benito Ju·rez,Benito Ju·rez
6322,Taxi de Sitio,18/11/2016 09:05,18/11/2016 09:40,-99.16602472,19.47316308,-99.18317052,19.53445419,0.584166667,14194,189,14.194,24.2978602,13.1,1.3,1.3,13.1,92.3688,92.3688,Azcapotzalco,Tlalnepantla de Baz
6326,Radio Taxi,18/11/2016 10:28,18/11/2016 10:44,-99.18155608,19.36567972,-99.18016055,19.39240631,0.275277778,3338,370,3.338,12.1259334,27.6,1.84,1.84,27.6,67.29656889,67.29656889,Benito Ju·rez,Benito Ju·rez
6329,Taxi Libre,18/11/2016 10:23,18/11/2016 10:53,-99.25787592,19.35707798,-99.20741548,19.3963985,0.504166667,10975,498,10.975,21.76859504,8.74,1.07,1.07,8.74,67.55433333,67.55433333,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
6330,Taxi Libre,18/11/2016 10:56,18/11/2016 11:01,-99.14272481,19.42375589,-99.13750891,19.42513613,0.088611111,756,200,0.756,8.531661442,8.74,1.07,1.07,8.74,16.73123556,16.73123556,CuauhtÈmoc,CuauhtÈmoc
6331,Radio Taxi,18/11/2016 10:59,18/11/2016 11:25,-99.18350156,19.36667127,-99.12546709,19.3814196,0.42,10403,596,10.403,24.76904762,27.6,1.84,1.84,27.6,128.5358578,128.5358578,Benito Ju·rez,Iztacalco
6332,Taxi de Sitio,18/11/2016 10:42,18/11/2016 11:25,-99.06035425,19.30755195,-99.06025561,19.30754908,0.72,11821,968,11.821,16.41805556,13.1,1.3,1.3,13.1,102.5336444,102.5336444,Iztapalapa,Iztapalapa
6336,Radio Taxi,19/11/2016 07:43,19/11/2016 08:15,-99.16984802,19.37011171,-99.13970381,19.34281278,0.531388889,7688,342,7.688,14.46774699,27.6,1.84,1.84,27.6,98.16768,98.16768,Benito Ju·rez,Coyoac·n
6341,Taxi de Sitio,19/11/2016 09:42,19/11/2016 10:01,-99.20292041,19.38113223,-99.16805024,19.43549108,0.312777778,9174,207,9.174,29.33072824,13.1,1.3,1.3,13.1,66.7848,66.7848,¡Ålvaro ObregÛn,CuauhtÈmoc
6342,Taxi Libre,19/11/2016 10:00,19/11/2016 10:14,-99.06967356,19.33082394,-99.10192788,19.33379688,0.237222222,4514,104,4.514,19.02857143,8.74,1.07,1.07,8.74,30.53280889,30.53280889,Iztapalapa,Iztapalapa
6344,Taxi Libre,19/11/2016 10:39,19/11/2016 10:47,-99.06982597,19.33074857,-99.0757248,19.3497369,0.137777778,2762,22,2.762,20.04677419,8.74,1.07,1.07,8.74,21.08447111,21.08447111,Iztapalapa,Iztapalapa
6345,Taxi Libre,19/11/2016 11:48,19/11/2016 12:01,-99.08522573,19.24719469,-99.09467454,19.24919331,0.216944444,3205,135,3.205,14.77336748,8.74,1.07,1.07,8.74,25.6674,25.6674,Xochimilco,Xochimilco
6346,Taxi Libre,19/11/2016 12:01,19/11/2016 12:04,-99.09418519,19.24899794,-99.08797588,19.24342728,0.052777778,1667,15,1.667,31.58526316,8.74,1.07,1.07,8.74,16.23142667,16.23142667,Xochimilco,Xochimilco
6348,Taxi Libre,19/11/2016 12:19,19/11/2016 12:30,-99.09114272,19.24140269,-99.10358932,19.25424079,0.197222222,3264,211,3.264,16.54985915,8.74,1.07,1.07,8.74,27.72703111,27.72703111,Xochimilco,Xochimilco
6352,Taxi de Sitio,19/11/2016 01:06,19/11/2016 01:16,-99.17958417,19.43869893,-99.16483072,19.43673616,0.168888889,2248,335,2.248,13.31052632,13.1,1.3,1.3,13.1,34.46737778,34.46737778,Miguel Hidalgo,CuauhtÈmoc
6353,Taxi Libre,19/11/2016 01:52,19/11/2016 02:09,-99.06051823,19.30746266,-99.0602269,19.30748758,0.282777778,3499,418,3.499,12.37367387,8.74,1.07,1.07,8.74,33.65483111,33.65483111,Iztapalapa,Iztapalapa
6356,Taxi Libre,19/11/2016 02:15,19/11/2016 02:29,-99.06079444,19.30687882,-99.06315636,19.3357539,0.248333333,4909,98,4.909,19.76778523,8.74,1.07,1.07,8.74,32.08074222,32.08074222,Iztapalapa,Iztapalapa
6357,Taxi de Sitio,19/11/2016 03:03,19/11/2016 03:08,-99.17964759,19.43868052,-99.18277142,19.44546911,0.098055556,1153,151,1.153,11.75864023,13.1,1.3,1.3,13.1,23.45782222,23.45782222,Miguel Hidalgo,Miguel Hidalgo
6358,Taxi Libre,19/11/2016 03:03,19/11/2016 03:41,-99.06038343,19.30749506,-99.0510812,19.2900849,0.6275,14920,575,14.92,23.77689243,8.74,1.07,1.07,8.74,86.26982222,86.26982222,Iztapalapa,Tl·huac
6360,Taxi de Sitio,19/11/2016 03:03,19/11/2016 03:08,-99.17964759,19.43868052,-99.18277142,19.44546911,0.098055556,1153,151,1.153,11.75864023,13.1,1.3,1.3,13.1,23.45782222,23.45782222,Miguel Hidalgo,Miguel Hidalgo
6362,Taxi de Sitio,19/11/2016 06:02,19/11/2016 07:04,-99.12104106,19.32564597,-99.04748077,19.34498263,1.019166667,13245,937,13.245,12.99591169,13.1,1.3,1.3,13.1,109.0428889,109.0428889,Coyoac·n,Iztapalapa
6363,Radio Taxi,19/11/2016 06:58,19/11/2016 07:08,-99.1408677,19.42384358,-99.14496608,19.41432252,0.163055556,1354,71,1.354,8.303918228,27.6,1.84,1.84,27.6,40.46855111,40.46855111,CuauhtÈmoc,CuauhtÈmoc
6364,Taxi de Sitio,19/11/2016 07:38,19/11/2016 08:06,-99.07081637,19.33892464,-99.12872464,19.28395496,0.461388889,13173,223,13.173,28.55075256,13.1,1.3,1.3,13.1,88.04182222,88.04182222,Iztapalapa,Xochimilco
6365,Taxi de Sitio,19/11/2016 08:19,19/11/2016 08:31,-99.15302086,19.5077692,-99.12716582,19.4627059,0.203055556,6459,102,6.459,31.80902873,13.1,1.3,1.3,13.1,49.63346667,49.63346667,Gustavo A. Madero,Gustavo A. Madero
6366,Taxi Libre,19/11/2016 08:10,19/11/2016 09:11,-99.18791413,19.37475689,-99.20901062,19.36551911,1.010277778,3817,1375,3.817,3.77816882,8.74,1.07,1.07,8.74,57.77120444,57.77120444,Benito Ju·rez,¡Ålvaro ObregÛn
6367,Taxi de Sitio,19/11/2016 09:13,19/11/2016 09:33,-99.10926667,19.3038068,-99.09887937,19.35467506,0.330833333,8639,377,8.639,26.11284635,13.1,1.3,1.3,13.1,68.91391111,68.91391111,Coyoac·n,Iztapalapa
6368,Taxi Libre,19/11/2016 11:11,19/11/2016 11:18,-99.24637823,19.36402309,-99.22064381,19.37209025,0.124166667,3028,4,3.028,24.38657718,8.74,1.07,1.07,8.74,21.79495111,21.79495111,¡Ålvaro ObregÛn,¡Ålvaro ObregÛn
