id,tipo_transporte,pickup_datetime,dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration,dist_meters,wait_sec,dist_km,speed_km,pickup_location,dropoff_location,banderazo,tarifa_dist,tarifa_tiempo,tarifa_min,costo_viaje_sin_min,costo_viaje_sobre_min
3571,Radio Taxi,2017-01-15 08:21:43,2017-01-15 08:35:41,-99.1800276526882,19.3703823010752,-99.1474205467033,19.3484012093407,0.23305555555555554,6590,140,6.59,28.27651966626937,Benito Juárez,Coyoacán,8.74,1.07,1.07,8.74,21.81968,21.81968
3572,Taxi Libre,2017-01-16 03:08:06,2017-01-16 03:14:34,-99.0437002701964,19.2998857020565,-99.0602104,19.30749756,0.10805555555555556,2406,117,2.406,22.266323907455014,Tláhuac,Iztapalapa,13.1,1.3,1.3,13.1,41.34466666666667,41.34466666666667
3573,Taxi de Sitio,2016-09-13 12:24:48,2016-09-13 12:38:06,-99.1264855,19.422873100000004,-99.08183079999999,19.436417600000002,0.22166666666666668,5365,12,5.365,24.20300751879699,Cuauhtémoc,Venustiano Carranza,13.1,1.3,1.3,13.1,72.33724444444445,72.33724444444445
3574,Taxi de Sitio,2016-09-13 12:46:29,2016-09-13 01:07:05,-99.17953965783441,19.4386282450773,-99.20518471951411,19.510778178179397,0.3433333333333333,9914,266,9.914,28.875728155339807,Miguel Hidalgo,Azcapotzalco,13.1,1.3,1.3,13.1,30.945244444444445,30.945244444444445
3577,Taxi de Sitio,2016-09-13 02:46:58,2016-09-13 02:55:27,-99.17961664677179,19.4386719218888,-99.16613858076741,19.4381407256932,0.14166666666666666,2204,221,2.204,15.55764705882353,Miguel Hidalgo,Cuauhtémoc,13.1,1.3,1.3,13.1,79.0932,79.0932
3578,Taxi de Sitio,2016-09-13 02:35:42,2016-09-13 03:03:14,-99.1605858022831,19.430827019634698,-99.20000802,19.41692336,0.45916666666666667,10241,441,10.241,22.303448275862067,Cuauhtémoc,Miguel Hidalgo,27.6,1.8399999999999999,1.8399999999999999,27.6,36.55630222222223,36.55630222222223
3580,Radio Taxi,2016-09-13 02:40:58,2016-09-13 03:12:12,-99.1440305,19.467729106,-99.1449197940775,19.473058506309897,0.5208333333333334,778,79,0.778,1.49376,Azcapotzalco,Gustavo A. Madero,13.1,1.3,1.3,13.1,48.40222222222222,48.40222222222222
3582,Taxi de Sitio,2016-09-13 03:20:33,2016-09-13 03:36:25,-99.1794904561557,19.4386670390017,-99.1559914781621,19.448579695673498,0.2644444444444444,5350,259,5.35,20.23109243697479,Miguel Hidalgo,Cuauhtémoc,13.1,1.3,1.3,13.1,29.796622222222222,29.796622222222222
3583,Taxi de Sitio,2016-09-13 04:51:56,2016-09-13 05:00:55,-99.17958093234259,19.4386338035291,-99.17010304071951,19.4396390217703,0.14972222222222223,2022,214,2.022,13.505009276437846,Miguel Hidalgo,Miguel Hidalgo,13.1,1.3,1.3,13.1,38.27435555555555,38.27435555555555
3584,Taxi de Sitio,2016-09-13 05:29:48,2016-09-13 05:41:04,-99.1782482426161,19.4383523514101,-99.1606037253266,19.4413456960241,0.18805555555555556,3569,229,3.569,18.978434268833087,Miguel Hidalgo,Cuauhtémoc,13.1,1.3,1.3,13.1,50.41288888888889,50.41288888888889
3585,Taxi de Sitio,2016-09-13 06:02:25,2016-09-13 06:20:31,-99.17960876661009,19.4385488648855,-99.1536318187804,19.436618297006397,0.3016666666666667,4220,532,4.22,13.988950276243092,Miguel Hidalgo,Cuauhtémoc,27.6,1.8399999999999999,1.8399999999999999,27.6,63.74823111111111,63.74823111111111
3590,Radio Taxi,2016-09-13 09:09:12,2016-09-13 09:38:55,-99.1225166874035,19.5026267673145,-99.09473288863441,19.5069168182161,0.4955555555555556,4117,143,4.117,8.307847533632286,Gustavo A. Madero,Gustavo A. Madero,8.74,1.07,1.07,8.74,81.28790222222221,81.28790222222221
3592,Taxi Libre,2016-09-13 11:03:23,2016-09-13 11:28:46,-99.11840798243509,19.4482957703153,-99.1250147,19.33324254,0.4230555555555556,15906,188,15.906,37.59789888378201,Venustiano Carranza,Coyoacán,8.74,1.07,1.07,8.74,17.12547111111111,17.12547111111111
3594,Taxi Libre,2016-09-14 07:01:53,2016-09-14 07:06:35,-99.1799092638342,19.4773827763607,-99.1851317,19.48342046,0.07833333333333334,1387,103,1.387,17.706382978723404,Azcapotzalco,Azcapotzalco,13.1,1.3,1.3,13.1,54.02342222222222,54.02342222222222
3596,Taxi de Sitio,2016-09-14 11:42:34,2016-09-14 12:04:07,-99.1684948258529,19.4641736895092,-99.1547063169491,19.4721757372881,0.35944444444444446,4281,646,4.281,11.910046367851622,Azcapotzalco,Azcapotzalco,8.74,1.07,1.07,8.74,13.14935111111111,13.14935111111111
3598,Taxi Libre,2016-09-14 02:30:00,2016-09-14 02:32:49,-99.20572827826919,19.366440386013,-99.2047485018987,19.3648725360759,0.04722222222222222,808,40,0.808,17.11058823529412,Álvaro Obregón,Álvaro Obregón,13.1,1.3,1.3,13.1,70.37453333333335,70.37453333333335
3599,Taxi de Sitio,2016-09-14 03:13:06,2016-09-14 03:38:45,-99.1795228910845,19.438642005888198,-99.20361034396049,19.482759725174,0.42777777777777776,7131,699,7.131,16.66987012987013,Miguel Hidalgo,Azcapotzalco,13.1,1.3,1.3,13.1,34.12822222222222,34.12822222222222
3600,Taxi de Sitio,2016-09-14 04:03:35,2016-09-14 04:53:42,-99.17959836879672,19.4385672239768,-99.1733459586903,19.442003463996603,0.8355555555555556,1255,502,1.255,1.5019946808510636,Miguel Hidalgo,Miguel Hidalgo,13.1,1.3,1.3,13.1,39.68182222222222,39.68182222222222
3601,Taxi de Sitio,2016-09-14 04:53:48,2016-09-14 05:07:15,-99.17970025927109,19.438790064628197,-99.20107461366091,19.432163199317,0.22416666666666665,2973,385,2.973,13.262453531598513,Miguel Hidalgo,Miguel Hidalgo,27.6,1.8399999999999999,1.8399999999999999,27.6,142.24672,142.24672
3602,Radio Taxi,2016-09-14 05:55:37,2016-09-14 06:45:44,-99.21715422,19.28792814,-99.16105407115391,19.386938565384604,0.8355555555555556,13377,396,13.377,16.00970744680851,Tlalpan,Benito Juárez,13.1,1.3,1.3,13.1,32.48791111111111,32.48791111111111
3610,Taxi de Sitio,2016-09-15 11:43:11,2016-09-15 11:51:53,-99.168585566215,19.4640625310337,-99.154907276,19.471992092,0.14527777777777778,2634,197,2.634,18.13078393881453,Azcapotzalco,Azcapotzalco,7.0,3.5700000000000003,1.8,35.0,13.68169,35.0
3615,UberX,2016-09-15 02:25:44,2016-09-15 02:30:47,-99.14013426,19.4787227,-99.14444118,19.4891129,0.08416666666666667,1317,66,1.317,15.647524752475247,Gustavo A. Madero,Gustavo A. Madero,27.6,1.8399999999999999,1.8399999999999999,27.6,78.36846222222222,78.36846222222222
3616,Radio Taxi,2016-09-15 03:49:15,2016-09-15 04:08:00,-99.18300962062479,19.443209597372302,-99.16458798645641,19.4308302972751,0.3125,3509,610,3.509,11.2288,Miguel Hidalgo,Cuauhtémoc,27.6,1.8399999999999999,1.8399999999999999,27.6,118.50417777777778,118.50417777777778
3617,Radio Taxi,2016-09-15 04:57:29,2016-09-15 05:29:50,-99.15922891843701,19.4342162057548,-99.1361020598077,19.4760889725,0.5391666666666667,7890,803,7.89,14.633693972179287,Cuauhtémoc,Gustavo A. Madero,27.6,1.8399999999999999,1.8399999999999999,27.6,96.80935111111111,96.80935111111111
3618,Radio Taxi,2016-09-15 05:29:58,2016-09-15 05:54:11,-99.1360677089041,19.4760912220548,-99.18870454399999,19.47330783,0.4038888888888889,7009,431,7.009,17.35378266850069,Gustavo A. Madero,Azcapotzalco,13.1,1.3,1.3,13.1,26.725155555555556,26.725155555555556
3622,Taxi de Sitio,2016-09-15 11:06:01,2016-09-15 11:28:07,-99.1765050559788,19.4068927478429,-99.1735681,19.428407098,0.3686111111111111,2598,4,2.598,7.048078372268274,Cuauhtémoc,Cuauhtémoc,27.6,1.8399999999999999,1.8399999999999999,27.6,95.14026666666666,95.14026666666666
3624,Radio Taxi,2016-09-16 12:16:05,2016-09-16 12:31:34,-99.162845638,19.443714796,-99.13963553601259,19.479199313227802,0.25833333333333336,8010,210,8.01,31.006451612903223,Cuauhtémoc,Gustavo A. Madero,27.6,1.8399999999999999,1.8399999999999999,27.6,82.00511999999999,82.00511999999999
3625,Radio Taxi,2016-09-16 12:38:45,2016-09-16 12:58:19,-99.1361696501923,19.4934173661538,-99.1561333280925,19.473883566504,0.32611111111111113,6092,234,6.092,18.68074957410562,Gustavo A. Madero,Azcapotzalco,27.6,1.8399999999999999,1.8399999999999999,27.6,67.88046222222222,67.88046222222222
3626,Radio Taxi,2016-09-16 12:58:23,2016-09-16 01:08:11,-99.1545839688764,19.4814247620225,-99.1409790552397,19.453577405222603,0.16361111111111112,4684,142,4.684,28.628862478777588,Azcapotzalco,Cuauhtémoc,13.1,1.3,1.3,13.1,40.71893333333334,40.71893333333334
3627,Taxi de Sitio,2016-09-16 01:30:14,2016-09-16 01:42:11,-99.10950949107809,19.4831671563315,-99.13102672853279,19.4971396394066,0.19916666666666666,3228,375,3.228,16.20753138075314,Gustavo A. Madero,Gustavo A. Madero,13.1,1.3,1.3,13.1,60.47546666666667,60.47546666666667
3628,Taxi de Sitio,2016-09-16 01:22:04,2016-09-16 01:50:44,-99.1836962005237,19.485390918404,-99.14332260877359,19.4201241229717,0.4777777777777778,9094,3,9.094,19.03395348837209,Azcapotzalco,Cuauhtémoc,7.0,3.5700000000000003,1.8,35.0,29.66677,35.0
3631,UberX,2016-09-16 01:27:43,2016-09-16 01:39:16,-99.1103718281715,19.3109665783302,-99.12435544008491,19.3110141621592,0.19277777777777777,3761,308,3.761,19.509510086455332,Coyoacán,Coyoacán,13.1,1.3,1.3,13.1,77.48697777777778,77.48697777777778
3634,Taxi de Sitio,2016-09-16 02:43:18,2016-09-16 03:06:00,-99.1797442357097,19.4385216687952,-99.1270518490105,19.4597808318394,0.37833333333333335,10221,389,10.221,27.015859030837003,Miguel Hidalgo,Cuauhtémoc,13.1,1.3,1.3,13.1,27.137111111111114,27.137111111111114
3635,Taxi de Sitio,2016-09-16 03:33:12,2016-09-16 03:40:03,-99.17959674300769,19.438630080859102,-99.18193153011991,19.4479292097783,0.11416666666666667,1855,152,1.855,16.248175182481752,Miguel Hidalgo,Miguel Hidalgo,13.1,1.3,1.3,13.1,23.533511111111114,23.533511111111114
3637,Taxi de Sitio,2016-09-16 03:50:13,2016-09-16 03:56:03,-99.1795085389105,19.4385939879872,-99.18610135368358,19.447889043632,0.09722222222222222,1862,26,1.862,19.152,Miguel Hidalgo,Miguel Hidalgo,8.74,1.07,1.07,8.74,19.47376444444445,19.47376444444445
3638,Taxi Libre,2016-09-16 03:44:44,2016-09-16 04:00:19,-99.2657358354499,19.3266200266968,-99.2787170591862,19.3260890925289,0.26,1469,187,1.469,5.65,Álvaro Obregón,Álvaro Obregón,13.1,1.3,1.3,13.1,28.892400000000002,28.892400000000002
3639,Taxi de Sitio,2016-09-16 04:23:08,2016-09-16 04:29:23,-99.17967886186659,19.4387325299892,-99.172946029045,19.4280507936369,0.10444444444444445,2287,135,2.287,21.896808510638294,Miguel Hidalgo,Cuauhtémoc,13.1,1.3,1.3,13.1,25.42342222222222,25.42342222222222
3640,Taxi de Sitio,2016-09-16 04:39:50,2016-09-16 04:46:09,-99.1796381493092,19.438576041738898,-99.1748164297855,19.446994960215,0.10527777777777778,1781,106,1.781,16.917150395778364,Miguel Hidalgo,Miguel Hidalgo,13.1,1.3,1.3,13.1,50.17715555555556,50.17715555555556
3641,Taxi de Sitio,2016-09-16 04:58:30,2016-09-16 05:14:20,-99.1796070510135,19.4386225240675,-99.1796492099838,19.43864856839,0.2638888888888889,4908,400,4.908,18.598736842105264,Miguel Hidalgo,Miguel Hidalgo,13.1,1.3,1.3,13.1,19.042444444444442,19.042444444444442
3642,Taxi de Sitio,2016-09-16 05:19:55,2016-09-16 05:22:26,-99.1795940154081,19.438544197348897,-99.17187280036042,19.4375304942702,0.042222222222222223,1065,14,1.065,25.223684210526315,Miguel Hidalgo,Miguel Hidalgo,13.1,1.3,1.3,13.1,20.282355555555554,20.282355555555554
3644,Taxi de Sitio,2016-09-16 06:11:10,2016-09-16 06:14:35,-99.17959280321301,19.4386194264697,-99.1754983991182,19.4424537541145,0.05694444444444444,1009,67,1.009,17.719024390243902,Miguel Hidalgo,Miguel Hidalgo,13.1,1.3,1.3,13.1,26.844755555555558,26.844755555555558
3651,Taxi de Sitio,2016-09-17 01:25:43,2016-09-17 01:32:40,-99.17957125564959,19.4385941554738,-99.1782913219649,19.450361814468398,0.11583333333333333,1821,148,1.821,15.720863309352518,Miguel Hidalgo,Miguel Hidalgo,13.1,1.3,1.3,13.1,25.578844444444442,25.578844444444442
3652,Taxi de Sitio,2016-09-17 02:09:25,2016-09-17 02:17:16,-99.1795329061329,19.4386228798138,-99.1761532083474,19.4453668982621,0.13111111111111112,1072,239,1.072,8.176271186440678,Miguel Hidalgo,Miguel Hidalgo,27.6,1.8399999999999999,1.8399999999999999,27.6,59.71249777777778,59.71249777777778
3653,Radio Taxi,2016-09-17 04:15:27,2016-09-17 04:21:49,-99.18541032978729,19.3652904170213,-99.186609737238,19.3650458382244,0.1063888888888889,1752,470,1.752,16.467885117493474,Benito Juárez,Benito Juárez,40.0,15.0,4.0,150.0,128.625,150.0
3654,UberSUV,2016-09-17 08:18:54,2016-09-17 08:35:32,-99.1864666261756,19.3056182004702,-99.20617954,19.28086016,0.2775,5655,57,5.655,20.37837837837838,Coyoacán,Tlalpan,27.6,1.8399999999999999,1.8399999999999999,27.6,44.53536,44.53536
3656,Radio Taxi,2017-05-05 07:06:05,2017-05-05 07:32:48,-99.17930143929709,19.4077724741232,-99.16825934727291,19.4177333153479,0.4452777777777778,1701,108,1.701,3.8200873362445416,Cuauhtémoc,Cuauhtémoc,27.6,1.8399999999999999,1.8399999999999999,27.6,40.23466666666667,40.23466666666667
3657,Radio Taxi,2017-05-05 07:32:52,2017-05-05 07:36:34,-99.1763460235957,19.4060868120134,-99.17624248,19.40180386,0.06194444444444445,550,210,0.55,8.878923766816143,Cuauhtémoc,Miguel Hidalgo,27.6,1.8399999999999999,1.8399999999999999,27.6,98.10879999999999,98.10879999999999
3659,Radio Taxi,2017-05-05 08:06:47,2017-05-05 08:33:13,-99.1845259792308,19.407449839244602,-99.2416155712993,19.3968344090917,0.44083333333333335,6680,522,6.68,15.153119092627598,Miguel Hidalgo,Miguel Hidalgo,13.1,1.3,1.3,13.1,57.32657777777778,57.32657777777778
3660,Taxi de Sitio,2017-05-05 08:57:09,2017-05-05 09:24:04,-99.2136666793654,19.3079259683722,-99.2260288508469,19.2814863372855,0.4486111111111111,6294,398,6.294,14.029969040247677,Álvaro Obregón,Tlalpan,13.1,1.3,1.3,13.1,82.54137777777778,82.54137777777778
3661,Taxi de Sitio,2017-05-05 10:50:42,2017-05-05 11:26:46,-99.1896674086864,19.3691995731302,-99.21841732812722,19.292278206910602,0.6011111111111112,11893,263,11.893,19.78502772643253,Benito Juárez,Tlalpan,13.1,1.3,1.3,13.1,112.8227111111111,112.8227111111111
3662,Taxi de Sitio,2017-05-06 12:13:25,2017-05-06 01:00:10,-99.2132734197496,19.2940658106915,-99.18228168,19.3065443,0.7791666666666667,14883,773,14.883,19.101176470588236,Tlalpan,Coyoacán,8.74,1.07,1.07,8.74,40.96221777777778,40.96221777777778
3664,Taxi Libre,2017-05-06 06:41:39,2017-05-06 06:59:13,-99.14018670000002,19.3022633,-99.15167732,19.29760434,0.2927777777777778,5623,343,5.623,19.20569259962049,Coyoacán,Tlalpan,8.74,1.07,1.07,8.74,17.0004,17.0004
3668,Taxi Libre,2017-05-06 08:16:57,2017-05-06 08:20:32,-99.1400917,19.302271700000002,-99.14791334,19.29699668,0.059722222222222225,1630,54,1.63,27.29302325581395,Tlalpan,Tlalpan,13.1,1.3,1.3,13.1,90.28995555555554,90.28995555555554
3671,Taxi de Sitio,2017-05-06 09:20:22,2017-05-06 09:52:40,-99.25795067311209,19.3168981277454,-99.19000134,19.33202334,0.5386111111111112,11322,634,11.322,21.020732336255797,La Magdalena Contreras,Coyoacán,8.74,1.07,1.07,8.74,24.799035555555555,24.799035555555555
3673,Taxi Libre,2017-05-06 09:57:50,2017-05-06 10:17:45,-99.24357619999999,19.3118945,-99.2629324,19.2967273,0.33194444444444443,3291,83,3.291,9.914309623430963,La Magdalena Contreras,La Magdalena Contreras,13.1,1.3,1.3,13.1,63.89822222222223,63.89822222222223
3675,Taxi de Sitio,2017-05-06 10:18:26,2017-05-06 10:43:56,-99.25376105945091,19.312106073185802,-99.2344699843146,19.3162689443713,0.425,7580,394,7.58,17.83529411764706,La Magdalena Contreras,La Magdalena Contreras,13.1,1.3,1.3,13.1,75.85244444444444,75.85244444444444
3677,Taxi de Sitio,2017-05-06 11:07:00,2017-05-06 11:39:00,-99.2591640068663,19.3126577214795,-99.20555332,19.34236034,0.5336111111111111,7890,752,7.89,14.786048932847473,La Magdalena Contreras,Álvaro Obregón,8.74,1.07,1.07,8.74,20.422973333333335,20.422973333333335
3678,Taxi Libre,2017-05-06 12:14:41,2017-05-06 12:20:38,-99.0643056669805,19.3364597601178,-99.06091924,19.34704588,0.09944444444444445,2313,75,2.313,23.259217877094972,Iztapalapa,Iztapalapa,8.74,1.07,1.07,8.74,13.2126,13.2126
3679,Taxi Libre,2017-05-06 12:39:17,2017-05-06 12:42:35,-99.146327,19.273865,-99.15212134,19.27205134,0.055,895,27,0.895,16.272727272727273,Tlalpan,Tlalpan,8.74,1.07,1.07,8.74,24.565062222222224,24.565062222222224
3680,Taxi Libre,2017-05-06 12:51:17,2017-05-06 01:04:08,-99.15217602625151,19.2719275466092,-99.13532864,19.27897766,0.21444444444444444,2953,134,2.953,13.770466321243523,Tlalpan,Xochimilco,27.6,1.8399999999999999,1.8399999999999999,27.6,41.18328888888889,41.18328888888889
3681,Radio Taxi,2017-05-06 01:05:43,2017-05-06 01:12:55,-99.18721314,19.407462699999996,-99.19924242,19.40491254,0.12,1490,64,1.49,12.416666666666668,Miguel Hidalgo,Miguel Hidalgo,27.6,1.8399999999999999,1.8399999999999999,27.6,52.30752,52.30752
3683,Radio Taxi,2017-05-06 02:10:02,2017-05-06 02:17:47,-99.18607748,19.4084536,-99.185114,19.415234299999998,0.12916666666666668,807,459,0.807,6.24774193548387,Miguel Hidalgo,Miguel Hidalgo,8.74,1.07,1.07,8.74,32.68945333333333,32.68945333333333
3684,Taxi Libre,2017-05-06 02:06:28,2017-05-06 02:18:59,-99.1420933,19.273818300000002,-99.1617049523535,19.290025346648,0.2088888888888889,3429,390,3.429,16.41542553191489,Xochimilco,Tlalpan,8.74,1.07,1.07,8.74,21.374560000000002,21.374560000000002
3685,Taxi Libre,2017-05-06 02:19:15,2017-05-06 02:27:28,-99.1616317,19.290018300000003,-99.172937,19.28182266,0.13694444444444445,2202,135,2.202,16.079513184584176,Tlalpan,Tlalpan,27.6,1.8399999999999999,1.8399999999999999,27.6,97.0530488888889,97.0530488888889
3686,Radio Taxi,2017-05-06 02:47:37,2017-05-06 03:25:39,-99.1694566,19.414864399999995,-99.14343932,19.44654894,0.6338888888888888,6481,532,6.481,10.224189307624892,Cuauhtémoc,Cuauhtémoc,13.1,1.3,1.3,13.1,23.464177777777778,23.464177777777778
3688,Taxi de Sitio,2017-05-06 04:14:08,2017-05-06 04:18:56,-99.15313097218271,19.2729085559541,-99.14879668,19.27115468,0.08,1182,146,1.182,14.774999999999999,Tlalpan,Tlalpan,27.6,1.8399999999999999,1.8399999999999999,27.6,43.78872888888889,43.78872888888889
3689,Radio Taxi,2017-05-06 04:34:06,2017-05-06 04:39:30,-99.19031552,19.40714044,-99.19308454,19.40663708,0.09,544,298,0.544,6.044444444444445,Miguel Hidalgo,Miguel Hidalgo,8.74,1.07,1.07,8.74,29.950253333333333,29.950253333333333
3690,Taxi Libre,2017-05-06 04:22:30,2017-05-06 04:43:10,-99.1521239352197,19.272039059381896,-99.15198213954781,19.272057054317102,0.3447222222222222,4239,129,4.239,12.29685737308622,Tlalpan,Tlalpan,8.74,1.07,1.07,8.74,52.204351111111116,52.204351111111116
3691,Taxi Libre,2017-05-06 04:45:20,2017-05-06 05:05:21,-99.15569134,19.27320834,-99.15742434,19.32049966,0.3338888888888889,9583,103,9.583,28.70116472545757,Tlalpan,Coyoacán,27.6,1.8399999999999999,1.8399999999999999,27.6,62.13148444444444,62.13148444444444
3692,Radio Taxi,2017-05-06 05:03:26,2017-05-06 05:15:03,-99.1797397046144,19.4067325889151,-99.17365994,19.41203662,0.1938888888888889,1164,635,1.164,6.003438395415472,Cuauhtémoc,Cuauhtémoc,27.6,1.8399999999999999,1.8399999999999999,27.6,60.935893333333325,60.935893333333325
3694,Radio Taxi,2017-05-06 05:28:29,2017-05-06 05:41:42,-99.1775380029957,19.4171505499786,-99.176588025529,19.3814042621641,0.22027777777777777,4446,15,4.446,20.18360655737705,Cuauhtémoc,Benito Juárez,13.1,1.3,1.3,13.1,35.00471111111111,35.00471111111111
3696,Taxi de Sitio,2017-05-06 05:44:27,2017-05-06 05:55:30,-99.1565867,19.45061,-99.17421102,19.45706634,0.18416666666666667,3018,215,3.018,16.38733031674208,Cuauhtémoc,Miguel Hidalgo,27.6,1.8399999999999999,1.8399999999999999,27.6,50.77664,50.77664
3698,Radio Taxi,2017-05-06 06:48:32,2017-05-06 06:56:11,-99.1760641791957,19.4045425258224,-99.17537806,19.40153182,0.12777777777777777,1049,378,1.049,8.209565217391305,Miguel Hidalgo,Miguel Hidalgo,27.6,1.8399999999999999,1.8399999999999999,27.6,35.660017777777774,35.660017777777774
3699,Radio Taxi,2017-05-06 07:24:01,2017-05-06 07:26:56,-99.1843162242311,19.406955865730698,-99.1761757,19.40366884,0.04861111111111111,1034,11,1.034,21.270857142857142,Miguel Hidalgo,Miguel Hidalgo,27.6,1.8399999999999999,1.8399999999999999,27.6,46.77198222222223,46.77198222222223
3701,Radio Taxi,2017-05-06 08:25:30,2017-05-06 08:36:34,-99.17205616362291,19.4079111128631,-99.16475631574622,19.4242445052879,0.18444444444444444,2366,43,2.366,12.827710843373495,Cuauhtémoc,Cuauhtémoc,12.15,6.28,3.15,45.5,33.18168,45.5
3704,UberXL,2017-05-06 11:12:40,2017-05-06 11:18:39,-99.17263044005159,19.3651182767286,-99.181595398,19.368661114000002,0.1,2931,50,2.931,29.31,Benito Juárez,Benito Juárez,13.1,1.3,1.3,13.1,72.24191111111112,72.24191111111112
3707,Taxi de Sitio,2017-05-07 12:19:39,2017-05-07 12:41:41,-99.16175087091801,19.3210244585396,-99.2215998423727,19.2933887644068,0.3672222222222222,9579,323,9.579,26.085022692889563,Coyoacán,Tlalpan,13.1,1.3,1.3,13.1,48.92568888888889,48.92568888888889
3708,Taxi de Sitio,2017-05-07 12:41:55,2017-05-07 12:53:11,-99.22157531611509,19.293426095901502,-99.1822565186442,19.3065420983055,0.18777777777777777,6134,136,6.134,32.666272189349115,Tlalpan,Coyoacán,8.74,1.07,1.07,8.74,27.98288,27.98288
3714,Taxi Libre,2017-05-07 10:45:23,2017-05-07 10:56:50,-99.00813057946259,19.355366179842697,-99.02649186,19.33920628,0.19083333333333333,3146,243,3.146,16.485589519650656,Iztapalapa,Iztapalapa,27.6,1.8399999999999999,1.8399999999999999,27.6,43.11406222222222,43.11406222222222
3716,Radio Taxi,2017-05-07 12:24:14,2017-05-07 12:31:36,-99.17383979538391,19.4060364673817,-99.16248745630459,19.3966318540762,0.12305555555555556,2069,7,2.069,16.81354401805869,Cuauhtémoc,Benito Juárez,8.74,1.07,1.07,8.74,45.83808888888889,45.83808888888889
3717,Taxi Libre,2017-05-07 01:34:55,2017-05-07 01:51:48,-99.20732366,19.34114568,-99.23609664,19.33281834,0.2813888888888889,4840,689,4.84,17.200394866732477,Álvaro Obregón,Álvaro Obregón,27.6,1.8399999999999999,1.8399999999999999,27.6,51.02851555555555,51.02851555555555
3719,Radio Taxi,2017-05-07 02:48:35,2017-05-07 02:56:52,-99.1825663750472,19.399953503798002,-99.20787588,19.39450418,0.13805555555555554,3011,31,3.011,21.81006036217304,Miguel Hidalgo,Álvaro Obregón,27.6,1.8399999999999999,1.8399999999999999,27.6,44.453582222222224,44.453582222222224
3720,Radio Taxi,2017-05-07 03:12:50,2017-05-07 03:18:40,-99.1812240891428,19.397185069223898,-99.1820398,19.378702,0.0975,2251,7,2.251,23.087179487179487,Miguel Hidalgo,Benito Juárez,27.6,1.8399999999999999,1.8399999999999999,27.6,36.788551111111104,36.788551111111104
3721,Radio Taxi,2017-05-07 03:52:54,2017-05-07 03:58:41,-99.18118414563429,19.3971042584392,-99.1712887962108,19.4004572186314,0.09666666666666666,1204,8,1.204,12.455172413793104,Miguel Hidalgo,Miguel Hidalgo,8.74,1.07,1.07,8.74,13.354315555555557,13.354315555555557
3726,Taxi Libre,2017-05-07 05:31:22,2017-05-07 06:04:37,-99.07837175923979,19.3249071515815,-99.07767209818691,19.3289904969793,0.5544444444444444,517,101,0.517,0.9324649298597195,Iztapalapa,Iztapalapa,13.1,1.3,1.3,13.1,61.605022222222225,61.605022222222225
3727,Taxi de Sitio,2017-05-07 06:47:49,2017-05-07 07:05:22,-99.14721829999999,19.427425,-99.189013,19.45753668,0.2927777777777778,7389,349,7.389,25.237571157495253,Cuauhtémoc,Miguel Hidalgo,7.0,3.5700000000000003,1.8,35.0,42.540639999999996,42.540639999999996
3728,UberX,2017-05-07 07:16:37,2017-05-07 07:38:29,-99.20300738,19.493964399999996,-99.19685630246592,19.4893859996616,0.36444444444444446,2552,881,2.552,7.0024390243902435,Azcapotzalco,Azcapotzalco,8.74,1.07,1.07,8.74,27.046511111111112,27.046511111111112
3729,Taxi Libre,2017-05-07 08:21:34,2017-05-07 08:32:04,-99.09593852,19.37855502,-99.10656584,19.392182000000002,0.175,3905,67,3.905,22.314285714285713,Iztapalapa,Iztacalco,13.1,1.3,1.3,13.1,48.46693333333333,48.46693333333333
3733,Taxi de Sitio,2017-05-07 09:05:55,2017-05-07 09:20:17,-99.1407270313065,19.426680145126802,-99.12414032799559,19.459196695028698,0.23944444444444443,4818,357,4.818,20.121577726218096,Cuauhtémoc,Cuauhtémoc,8.74,1.07,1.07,8.74,15.265097777777777,15.265097777777777
3737,Taxi Libre,2017-05-07 11:17:09,2017-05-07 11:21:24,-99.18015752,19.28756028,-99.18703122,19.28400236,0.07083333333333333,1519,1,1.519,21.44470588235294,Tlalpan,Tlalpan,8.74,1.07,1.07,8.74,42.176786666666665,42.176786666666665
3738,Taxi Libre,2017-05-08 07:29:59,2017-05-08 07:42:43,-99.19576585232409,19.4629955598756,-99.2133730004422,19.481725847858602,0.21222222222222223,5779,366,5.779,27.23089005235602,Miguel Hidalgo,Azcapotzalco,8.74,1.07,1.07,8.74,36.76686666666667,36.76686666666667
3739,Taxi Libre,2017-05-08 07:43:06,2017-05-08 07:57:37,-99.2131361756588,19.482802294003697,-99.1937256,19.46399572,0.24194444444444443,5665,159,5.665,23.414466130884044,Azcapotzalco,Miguel Hidalgo,8.74,1.07,1.07,8.74,55.19702222222222,55.19702222222222
3741,Taxi Libre,2017-05-08 08:57:03,2017-05-08 09:21:25,-99.19562092457831,19.4589146885877,-99.213308262127,19.4818979450033,0.4061111111111111,6810,728,6.81,16.768809849521205,Miguel Hidalgo,Azcapotzalco,8.74,1.07,1.07,8.74,36.70171555555556,36.70171555555556
